external_id,level,category,intensity,title,text,required_items,item_mode,timer_seconds,risk_tags,avoid_if_tags,collection,review_status,is_enabled,aftercare_required,pose_family,pose_difficulty,space_required,body_load,notes
task_l3_light_005,3,task,light,Смена ролей в середине,"Контекст: Оба ложатся на бок в позе «ложки». Партнер сзади 15 секунд целует плечо, 15 секунд — боковую поверхность шеи, затем 15 секунд гладит грудь или ягодицы и 45 секунд выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же», «пауза» и «стоп».

Порядок: Первый партнер находится сзади и выполняет указанную 90-секундную последовательность. Затем оба полностью останавливаются, меняются местами в позе «ложки», заново спрашивают «продолжить?» и после ответа «да» повторяют ту же 90-секундную последовательность.

Завершение: По сигналу таймера полностью прекратите ручную стимуляцию, поцелуи и поглаживания и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_006,3,task,light,Минута без слов,"Контекст: Принимающая партнерша ложится на спину, сгибает ноги и удобно ставит стопы на кровать; активный располагается между ее ног. После отдельного «да» он одну минуту делает куннилингус, лаская языком наружную часть вульвы и клитор без проникновения пальцами. Принимающая управляет темпом словами «медленнее», «так же», «пауза» и «стоп».

Порядок: Принимающая партнерша ложится на спину, сгибает ноги и удобно ставит стопы на кровать; активный располагается между ее ног. После отдельного «да» он одну минуту делает куннилингус, лаская языком наружную часть вульвы и клитор без проникновения пальцами. Принимающая управляет темпом словами «медленнее», «так же», «пауза» и «стоп».

Дополнительное правило этой карточки: До старта покажите жесты: кивок — «да», медленное движение ладонью вниз — «медленнее», поднятая ладонь — «пауза», два касания по плечу — «стоп». Выполняйте куннилингус одну минуту без слов; неясный жест означает полную остановку.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,60,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_007,3,task,light,Реквизит по выбору бота,"Контекст: Бот показывает один реквизит и инструкцию к нему. Используется только этот предмет, без дополнительных поцелуев, ласк или другого реквизита.

Порядок: Прочитайте название и инструкцию. Принимающий выбирает один разрешенный инструкцией участок тела и начальную интенсивность. После отдельного «да» второй использует предмет на выбранном участке ровно одну минуту либо до слова «пауза» или «стоп».

Завершение: По сигналу минутного таймера сразу уберите предмет. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять».",,required,60,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_008,3,task,light,Пауза с выбором,"Контекст: Оба ложатся на бок в позе «ложки». Партнер сзади по 20 секунд целует плечо и боковую поверхность шеи, затем гладит грудь или ягодицы и одну минуту выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же» и «пауза».

Порядок: Оба ложатся на бок в позе «ложки». Партнер сзади по 20 секунд целует плечо и боковую поверхность шеи, затем гладит грудь или ягодицы и одну минуту выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же» и «пауза».

Дополнительное правило этой карточки: Начните последовательность. Один раз принимающий говорит «смена»; оба останавливаются, после чего он выбирает: продолжить медленнее, заменить оставшуюся часть на объятие либо закончить карточку.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_009,3,task,light,Поза или массаж,"Контекст: Карточка содержит два полностью описанных варианта ниже. До таймера выберите ровно один; сцена из другого варианта и любые дополнительные действия не начинаются.

Порядок: Вариант 1: лягте на бок лицом друг к другу; один партнер одну минуту выполняет ручную стимуляцию гениталий второго. Вариант 2: принимающий ложится на живот; второй три минуты массирует плечи и верх спины. Выберите один вариант, назовите активного партнера и не переходите ко второму.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_010,3,task,light,Вопрос «можно продолжить?»,"Контекст: Принимающий ложится на спину в центре кровати, активный садится рядом. Активный делает три медленных поцелуя в губы, затем по 20 секунд целует боковую поверхность шеи и верх груди, после чего одну минуту гладит грудь и внутреннюю сторону бедер ладонью. Перед переходом к каждому участку он называет его и ждет «да».

Порядок: Принимающий ложится на спину в центре кровати, активный садится рядом. Активный делает три медленных поцелуя в губы, затем по 20 секунд целует боковую поверхность шеи и верх груди, после чего одну минуту гладит грудь и внутреннюю сторону бедер ладонью. Перед переходом к каждому участку он называет его и ждет «да».

Дополнительное правило этой карточки: Выполните три пункта: поцелуи в губы; поцелуи шеи и груди; поглаживания груди и бедер. Перед каждым активный называет участок и спрашивает «можно?». Через 90 секунд партнеры меняются ролями и повторяют пункты.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_011,3,task,light,Команда на десять секунд,"Контекст: Оба ложатся на бок в позе «ложки». Партнер сзади по 20 секунд целует плечо и боковую поверхность шеи, затем гладит грудь или ягодицы и одну минуту выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же» и «пауза».

Порядок: Оба ложатся на бок в позе «ложки». Партнер сзади по 20 секунд целует плечо и боковую поверхность шеи, затем гладит грудь или ягодицы и одну минуту выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же» и «пауза».

Дополнительное правило этой карточки: Выполняйте последовательность. Ведущий использует только команды «быстрее», «медленнее» и «замри». После «замри» оба полностью останавливаются не более чем на десять секунд; «пауза» отменяет команду.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_012,3,task,light,Проверка места,"Контекст: Выберите кровать, устойчивый стул без колес или свободный участок пола. Принимающий садится или ложится с полной опорой, активный располагается рядом. Единственное интимное действие — ручная стимуляция гениталий в медленном темпе.

Порядок: Проверьте устойчивость выбранного места. Принимающий располагается с опорой, активный одной рукой выполняет ручную стимуляцию гениталий, второй опирается на кровать, стул или пол. При шаткой опоре или неудобстве сразу остановитесь и перейдите на кровать.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_013,3,task,light,"Темп, граница и итог","Контекст: Принимающий ложится на спину в центре кровати, активный садится рядом. Активный делает три медленных поцелуя в губы, затем по 20 секунд целует боковую поверхность шеи и верх груди, после чего одну минуту гладит грудь и внутреннюю сторону бедер ладонью. Перед переходом к каждому участку он называет его и ждет «да».

Порядок: Принимающий ложится на спину в центре кровати, активный садится рядом. Активный делает три медленных поцелуя в губы, затем по 20 секунд целует боковую поверхность шеи и верх груди, после чего одну минуту гладит грудь и внутреннюю сторону бедер ладонью. Перед переходом к каждому участку он называет его и ждет «да».

Дополнительное правило этой карточки: Выполняйте последовательность. До старта принимающий выбирает темп «медленно» или «равномерно» и одну границу: не целовать шею; не касаться груди; не касаться внутренней стороны бедер. Запрещенный участок полностью исключается. По таймеру каждый называет один комфортный пункт.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_014,3,task,light,Музыка и длительность,"Контекст: Оба ложатся на бок в позе «ложки». Партнер сзади по 20 секунд целует плечо и боковую поверхность шеи, затем гладит грудь или ягодицы и одну минуту выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же» и «пауза».

Порядок: Оба ложатся на бок в позе «ложки». Партнер сзади по 20 секунд целует плечо и боковую поверхность шеи, затем гладит грудь или ягодицы и одну минуту выполняет ручную стимуляцию гениталий. Партнер впереди задает темп словами «медленнее», «так же» и «пауза».

Дополнительное правило этой карточки: Первый выбирает одну композицию или тишину, второй — длительность 60, 90 или 180 секунд. Выполняйте последовательность. Один раз любой может выключить музыку или сократить оставшееся время.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_015,3,task,light,Одно правило карточки,"Контекст: Принимающая партнерша ложится на спину, сгибает ноги и удобно ставит стопы на кровать; активный располагается между ее ног. После отдельного «да» он одну минуту делает куннилингус, лаская языком наружную часть вульвы и клитор без проникновения пальцами. Принимающая управляет темпом словами «медленнее», «так же», «пауза» и «стоп».

Порядок: Принимающая партнерша ложится на спину, сгибает ноги и удобно ставит стопы на кровать; активный располагается между ее ног. После отдельного «да» он одну минуту делает куннилингус, лаская языком наружную часть вульвы и клитор без проникновения пальцами. Принимающая управляет темпом словами «медленнее», «так же», «пауза» и «стоп».

Дополнительное правило этой карточки: Выполняйте куннилингус по одному правилу: сохранять медленный темп; не менять положение тела; либо останавливаться и спрашивать «можно продолжить?» каждые 30 секунд. Правило отменяется по слову «пауза».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_light_016,3,task,light,Итог после таймера,"Контекст: В этой карточке нет интимных действий. Никаких физических действий не начинайте.

Порядок: Эта карточка оценивает предыдущую активную карточку и не запускает новую. Полностью остановитесь и по очереди закончите две фразы: «Я хочу повторить конкретно ...» и «В следующий раз я хочу изменить темп / позу / участок прикосновений ...».

Завершение: После выполнения всех пунктов раздела «Порядок» карточка заканчивается. К физическому действию переходите только по новой карточке и новому согласию.",,none,,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_001,3,task,medium,Проверка каждые 30 секунд,"Контекст: Принимающая партнерша ложится на спину с подушкой под головой, активный располагается между ее ног. Он 30 секунд целует внутреннюю сторону бедер, затем до таймера делает куннилингус, лаская языком вульву и клитор. Принимающая задает темп словами «медленнее», «так же», «сильнее», «пауза» и «стоп».

Порядок: Принимающая партнерша ложится на спину с подушкой под головой, активный располагается между ее ног. Он 30 секунд целует внутреннюю сторону бедер, затем до таймера делает куннилингус, лаская языком вульву и клитор. Принимающая задает темп словами «медленнее», «так же», «сильнее», «пауза» и «стоп».

Дополнительное правило этой карточки: Выполняйте куннилингус. Через каждые 30 секунд активный полностью останавливается на пять секунд, принимающая отвечает «продолжить», «медленнее», «сильнее» или «стоп».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_002,3,task,medium,Три допустимые команды,"Контекст: Принимающая партнерша ложится на спину, активный располагается между ее ног с опорой на руки и колени. Основа карточки — вагинальное проникновение в миссионерской позе в постоянном медленном темпе; принимающая выбирает глубину словами «мельче», «так же» или «стоп».

Порядок: Принимающая партнерша ложится на спину, активный располагается между ее ног с опорой на руки и колени. Основа карточки — вагинальное проникновение в миссионерской позе в постоянном медленном темпе; принимающая выбирает глубину словами «мельче», «так же» или «стоп».

Дополнительное правило этой карточки: Выберите три команды из списка «продолжай», «медленнее», «смени положение рук», «пауза». Затем используйте точную последовательность. Ведущий использует только три выбранные команды, принимающий отвечает «да», «изменить» или «стоп».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_003,3,task,medium,Разрешение на ускорение,"Контекст: Нижний партнер ложится на спину, партнерша садится сверху лицом к нему, опираясь коленями по сторонам таза. Основа карточки — вагинальное проникновение; партнерша полностью задает глубину и скорость, нижний не тянет ее на себя и не меняет темп.

Порядок: Нижний партнер ложится на спину, партнерша садится сверху лицом к нему, опираясь коленями по сторонам таза. Основа карточки — вагинальное проникновение; партнерша полностью задает глубину и скорость, нижний не тянет ее на себя и не меняет темп.

Дополнительное правило этой карточки: Выполняйте вагинальное проникновение в позе наездницы. Перед каждым ускорением партнерша спрашивает «можно быстрее?». Нижний отвечает «да», «оставь темп», «медленнее» или «стоп»; без ответа скорость не меняется.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_004,3,task,medium,Руки без фиксации,"Контекст: Принимающий ложится на спину, активный располагается между его ног. Активный 30 секунд целует внутреннюю сторону бедер, затем выполняет оральную стимуляцию пениса до таймера. Принимающий управляет темпом словами «медленнее», «так же», «пауза» и «стоп» и не удерживает голову партнера.

Порядок: Принимающий ложится на спину, активный располагается между его ног. Активный 30 секунд целует внутреннюю сторону бедер, затем выполняет оральную стимуляцию пениса до таймера. Принимающий управляет темпом словами «медленнее», «так же», «пауза» и «стоп» и не удерживает голову партнера.

Дополнительное правило этой карточки: Во время оральной стимуляции принимающий сам выбирает положение рук: вдоль тела, на подушке над головой или на своей груди. Удерживать голову активного и фиксировать руки нельзя.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_005,3,task,medium,Три правила с проверкой,"Контекст: Принимающая партнерша ложится на спину с подушкой под головой, активный располагается между ее ног. Он 30 секунд целует внутреннюю сторону бедер, затем до таймера делает куннилингус, лаская языком вульву и клитор. Принимающая задает темп словами «медленнее», «так же», «сильнее», «пауза» и «стоп».

Порядок: Принимающая партнерша ложится на спину с подушкой под головой, активный располагается между ее ног. Он 30 секунд целует внутреннюю сторону бедер, затем до таймера делает куннилингус, лаская языком вульву и клитор. Принимающая задает темп словами «медленнее», «так же», «сильнее», «пауза» и «стоп».

Дополнительное правило этой карточки: Используйте эту последовательность и три правила из списка: сохранять медленный темп; начинать только после «да»; не менять позу; говорить только фразами «продолжай», «медленнее», «пауза», «стоп». Через 90 секунд полностью остановитесь и подтвердите продолжение.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_006,3,task,medium,Повязка на одну минуту,"Контекст: Принимающая ложится на спину с подушкой под головой, активный располагается между ее ног. В этой карточке выполняются только поцелуи внутренней стороны бедер и куннилингус; вагинального проникновения нет.

Порядок: Сначала принимающая проверяет, что показанная ботом повязка снимается одной рукой. Активный спрашивает «надеть повязку?» и надевает ее только после «да». Затем спрашивает «целовать бедра?» и после «да» по 10 секунд целует внутреннюю сторону каждого бедра. Полностью останавливается, спрашивает «начать куннилингус?» и после нового «да» ласкает языком наружную часть вульвы и клитор до таймера. По сигналу сразу прекращает ласки и снимает повязку.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",blindfold,required,60,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_007,3,task,medium,Четыре ответа,"Контекст: Принимающая ложится на спину, активный располагается между ее ног. В этой карточке выполняются поцелуи внутренней стороны бедер, а затем куннилингус; проникновения нет.

Порядок: Активный сначала спрашивает «поцеловать внутреннюю сторону бедер?», а перед куннилингусом полностью останавливается и спрашивает «перейти к ласкам вульвы и клитора языком?». На каждый вопрос принимающая отвечает одним из четырех вариантов: «да», «другой участок», «пауза» или «стоп». После «другой участок» активный предлагает точный вариант — левое бедро, правое бедро, наружная часть вульвы или клитор — и продолжает только после нового «да».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_008,3,task,medium,Цикл темпа и пауз,"Контекст: Принимающий ложится на спину, активный располагается между его ног. Эта карточка состоит из поцелуев внутренней стороны бедер и оральной стимуляции пениса; вагинального проникновения нет.

Порядок: Активный 30 секунд целует внутреннюю сторону бедер, полностью останавливается и спрашивает «начать оральные ласки?». После «да» выполняет оральную стимуляцию пениса циклами: 20 секунд медленных ласк и 10 секунд без прикосновений к пенису. После каждой паузы принимающий отвечает «повторить», «медленнее», «пауза» или «стоп». Принимающий не удерживает голову активного.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_009,3,task,medium,Право заменить правило,"Контекст: Принимающая партнерша ложится на спину с подушкой под головой, активный располагается между ее ног. Он 30 секунд целует внутреннюю сторону бедер, затем до таймера делает куннилингус, лаская языком вульву и клитор. Принимающая задает темп словами «медленнее», «так же», «сильнее», «пауза» и «стоп».

Порядок: Принимающая партнерша ложится на спину с подушкой под головой, активный располагается между ее ног. Он 30 секунд целует внутреннюю сторону бедер, затем до таймера делает куннилингус, лаская языком вульву и клитор. Принимающая задает темп словами «медленнее», «так же», «сильнее», «пауза» и «стоп».

Дополнительное правило этой карточки: Используйте эту последовательность и одно правило: только медленно; пауза каждые 30 секунд; не менять позу. Принимающий может один раз сказать «замена» и выбрать другое правило только из этого списка; ведущий сразу применяет замену.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_010,3,task,medium,Одна ролевая сцена,"Контекст: Принимающая ложится на спину, активный располагается между ее ног с опорой на руки и колени. В этой карточке выполняется только вагинальное проникновение в миссионерской позе в постоянном медленном темпе. Принимающая задает глубину словами «мельче», «так же» и «стоп».

Порядок: Назначьте роли «инициатор» и «принимающая» и фразы «сцена началась» и «сцена завершена». После отдельного вопроса «можно начать вагинальное проникновение?» и ответа «да» инициатор начинает медленно. До сигнала таймера поза и вид действия не меняются; принимающая управляет глубиной словами «мельче», «так же», «пауза» и «стоп».

Завершение: По сигналу таймера полностью прекратите проникновение, скажите «сцена завершена» и обратитесь друг к другу по обычным именам. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_011,3,task,medium,Пять разрешенных ответов,"Контекст: Принимающий ложится на спину, активный располагается между его ног. В этой карточке выполняется только оральная стимуляция пениса; проникновения и смены позы нет.

Порядок: Активный спрашивает «начать оральные ласки?» и начинает только после «да». Принимающий использует ответы «да», «медленнее», «мельче», «пауза» и «стоп». После «медленнее» активный снижает темп, после «мельче» уменьшает глубину, после «пауза» полностью убирает рот и руки от пениса. Продолжение после паузы возможно только после нового вопроса и ответа «да».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_012,3,task,medium,Согласие на смену позы,"Контекст: Принимающая ложится на спину, активный располагается между ее ног. В этой карточке выполняется только куннилингус; проникновения нет.

Порядок: После вопроса «начать куннилингус?» и ответа «да» активный ласкает языком наружную часть вульвы и клитор. Через 90 секунд полностью прекращает прикосновения. Принимающая выбирает: остаться на спине либо лечь на левый бок; во втором варианте активный также ложится на бок лицом к ее бедрам. Активный спрашивает «продолжить в выбранном положении?» и возвращается к куннилингусу только после нового «да».

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_013,3,task,medium,Реквизит: способ и предел,"Контекст: Бот показывает один реквизит и инструкцию к нему. Используется только этот предмет и только разрешенным инструкцией способом.

Порядок: Принимающий называет один разрешенный участок тела и начальную интенсивность. После отдельного «да» второй использует предмет 90 секунд. Через 30 и 60 секунд он полностью останавливается и спрашивает «продолжить так же?». Ответ «медленнее», «пауза» или «стоп» применяется сразу.

Завершение: По сигналу 90-секундного таймера уберите предмет и полностью остановитесь. Каждый отвечает «было комфортно», «нужно изменить» или «не повторять».",,required,90,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
task_l3_medium_014,3,task,medium,Отрезки в удобной позе,"Контекст: Принимающая партнерша ложится на спину, активный располагается между ее ног с опорой на руки и колени. Основа карточки — вагинальное проникновение в миссионерской позе в постоянном медленном темпе; принимающая выбирает глубину словами «мельче», «так же» или «стоп».

Порядок: Принимающая партнерша ложится на спину, активный располагается между ее ног с опорой на руки и колени. Основа карточки — вагинальное проникновение в миссионерской позе в постоянном медленном темпе; принимающая выбирает глубину словами «мельче», «так же» или «стоп».

Дополнительное правило этой карточки: Сохраняйте миссионерскую позу и вагинальное проникновение 30 секунд, затем полностью остановитесь на десять секунд. Принимающая отвечает «повторить», «медленнее» или «закончить»; позу во время карточки не меняйте.

Завершение: По сигналу таймера полностью остановитесь и разомкните контакт. Каждый отвечает одним вариантом: «было комфортно», «нужно изменить» или «на сегодня не повторять».",,none,180,,,base_tasks,approved,1,0,,,,,reviewed self-contained context
